word,pos,hindi
Reinvigorate,verb,पुनः ऊर्जावान बनाना
Fading,adjective,धुंधला होता
Volatile,adjective,अस्थिर
Admit,verb,स्वीकार करना
Suffice,verb,पर्याप्त होना
Weightage,noun,"महत्व, भारांक"
In line with,phrase,के अनुरूप
Propensity,noun,प्रवृत्ति
Commit,verb,प्रतिबद्ध होना
Await,verb,प्रतीक्षा करना
Durable,adjective,टिकाऊ
Slashing,adjective,भारी कटौती
Tangible,adjective,"मूर्त, ठोस"
Fiscal glide path,noun,राजकोषीय समायोजन योजना
Tip the scale,phrase,निर्णायक साबित होना
Imponderable,noun,अनिश्चित तत्व
Trade-off matrix,noun,लाभ-हानि तालिका
Unravelling,noun,बिखराव
Vis-à-vis,preposition,के संबंध में
Collateral effect,noun,अप्रत्यक्ष प्रभाव
Relsurge,verb,फिर से उभरना
Nuanced,adjective,सूक्ष्म
Imperative,adjective,अनिवार्य
Misstep,noun,गलत कदम
Alarming,adjective,चिंताजनक
Molunting,adjective,बढ़ता हुआ
Unchecked,adjective,अनियंत्रित
Bypass,verb,बचना
Probe,noun,जांच
Erode,verb,क्षीण करना
Recklessness,noun,लापरवाही
Nothing short of,phrase,लगभग बराबर
Betrayal,noun,विश्वासघात
Dry up,phrasal verb,सूख जाना
Vanish,verb,गायब होना
Fraction,noun,अंश
Keen (on),adjective,उत्सुक
Propose,verb,प्रस्तावित करना
Deliver (on),verb,पूरा करना
Leverage,verb,लाभ उठाना
Demographic dividend,noun,जनसांख्यिकीय लाभांश
Alliance,noun,गठबंधन
Discard,verb,त्यागना
Sworn foes,noun,कट्टर शत्रु
Vie,verb,प्रतिस्पर्धा करना
Prospective,adjective,संभावित
Vent,verb,व्यक्त करना
Tete-a-tete,noun,निजी बातचीत
Adolescent,adjective,किशोर
Go overboard,phrase,अति करना
Punch,verb,मुक्का मारना
Erupt,verb,भड़क उठना
Full-blown,adjective,पूर्ण रूप से विकसित
Fist,noun,मुट्ठी
Rationalise,verb,युक्तिसंगत बनाना
Abdomen,noun,पेट
Entitle (to),verb,हकदार बनाना
Retaliate,verb,बदला लेना
Apprehensive (of),adjective,चिंतित
Albeit,Conjunction,यद्यपि
Have no say,phrase,कोई अधिकार न होना
Allotment,noun,आबंटन
Diffident,adjective,संकोची
Convoluted,adjective,जटिल
At face value,noun,सतही तौर पर
Linguistically,adverb,भाषाई रूप से
Eventually,adverb,अंततः
Upbraid,verb,फटकारना
Tardiness,noun,देरी
Master,verb,में महारत हासिल करना
Sugar-coating the bitter pill,phrase,कड़वी बात को मीठा करके कहना
Blow,noun,आघात
Contemplate,verb,विचार करना
Polite,adjective,विनम्र
Trivial,adjective,मामूली
Mere,adjective,मात्र
Mortal,noun,"नश्वर, मानव"
Folly,noun,मूर्खता
Prleach,verb,उपदेश देना
Lift,verb,हटाना
Gauge,noun,आकलन करना
Assess,verb,मूल्यांकन करना
Blueprint,noun,रूपरेखा
Input cost inflation,noun,उत्पादन लागत मुद्रास्फीति
Somewhat,adverb,कुछ हद तक
Succour,noun,सहायता
Decelerating,adjective,धीमा होता हुआ
A tall task,phrase,कठिन कार्य
Catch up with,phrase,बराबरी पर आना
Fiscal,noun,राजकोषीय
Payout,noun,भुगतान
Pullback,noun,"वापसी, गिरावट"
Tad,noun,थोड़ा सा
Shoot up,phrasal verb,तेज़ी से बढ़ना
Persistent,adjective,लगातार बना रहने वाला
Contraction,noun,संकुचन
Scrutiny,noun,गहन जांच
Folrmulation,noun,"निर्माण, तैयार करना"
Pain points,phrase,समस्याएं
Afflict,verb,पीड़ित करना
Nothingness,noun,शून्यता
Subtle,adjective,सूक्ष्म
Shadow,noun,छाया
Quantum leap,noun,बहुत बड़ी छलांग
Conscious,adjective,सचेत
Ecstasy,noun,परमानंद
Enlightenment,noun,ज्ञानोदय
Prophet,noun,पैगंबर
Saviour,noun,उद्धारकर्ता
Incarnation,noun,अवतार
Asleep,adjective,निष्क्रिय
Awake,adjective,सतर्क
Sooner or later,phrase,देर-सवेर
Communicate,verb,संप्रेषित करना
Establish,verb,स्थापित करना
Set the standard,phrase,मानक स्थापित करना
Breach,verb,उल्लंघन करना
Fiduciary,noun,न्यासी संबंधी
Outcome,noun,परिणाम
Subordinate,adjective,अधीनस्थ
Legislation,noun,कानून
Regrettable,adjective,खेदजनक
Cloak,verb,छिपाना
Secrecy,noun,गोपनीयता
Convene,verb,बुलाना
Stakeholder,noun,हितधारक
Domain,noun,क्षेत्र
Foreclose,verb,"रोकना, समाप्त करना"
Stake,noun,हिस्सेदारी
Deliberative,adjective,विचारशील
Facilitate,verb,सुगम बनाना
Footing,noun,आधार
Transparency,noun,पारदर्शिता
Essential,adjective,आवश्यक
Proceed (with),verb,आगे बढ़ना
Depart,verb,विचलित होना
Penalilse,verb,दंडित करना
Neglect,noun,उपेक्षा करना
Discourage,verb,हतोत्साहित करना
Play out,phrasal verb,घटित होना
Fashion,noun,तरीका
Shake,verb,हिला देना
Under the aegis of,phrase,के तत्वावधान में
In view of,phrase,को देखते हुए
Surge,noun,उछाल
Reinfection,noun,पुनः संक्रमण
Immune,adjective,प्रतिरक्षित
Tract,noun,"मार्ग, तंत्र"
Mild,adjective,हल्का
Severe,adjective,गंभीर
Hospitalisation,noun,अस्पताल में भर्ती
Immunocompromised,adjective,कमजोर प्रतिरक्षा वाला
On the contrary,phrase,इसके विपरीत
Circulation,noun,प्रसार
Fatality,noun,मृत्यु दर
Expand,verb,विस्तार करना
Spike,noun,अचानक तेज वृद्धि
In lthe context of,phrase,के संदर्भ में
Novel,adjective,नया
Underlying,adjective,अंतर्निहित
Seize (on),verb,फायदा उठाना
A Double-edged sword,phrase,दोधारी तलवार
Public spending,noun,सार्वजनिक व्यय
Lever,noun,"उपकरण, माध्यम"
End,noun,समाप्त करना
Unrelenting,adjective,अनवरत
Tax rebate,noun,कर छूट
Compliance,noun,अनुपालन
Cope with,phrasal verb,सामना करना
Squeeze,verb,दबाव डालना
Resentment,noun,नाराज़गी
Mitigate,verb,कम करना
Stagnant,adjective,ठहरा हुआ
Inclination,noun,झुकाव
Incentivise,verb,प्रोत्साहित करना
Phase out,phrasal verb,धीरे-धीरे समाप्त करना
Devote,verb,समर्पित करना
Evident,adjective,स्पष्ट
Duty exemption,noun,शुल्क छूट
Stimulate,verb,प्रोत्साहित करना
Gig worker,noun,अस्थायी कामगार
Automation,noun,स्वचालन
Ambitiously,adverb,महत्वाकांक्षा से
Ride on,verb,पर निर्भर होना
Pragmatism,noun,व्यावहारिकता
Lone,adjective,अकेला
Last leg,noun,अंतिम चरण
Impeccable,adjective,त्रुटिरहित
Cement,verb,मजबूत करना
Onus,noun,जिम्मेदारी
Sandwich,verb,बीच में दबा देना
Squeeze out,phrasal verb,निचोड़ कर निकालना
Rung,noun,सीढ़ी का पायदान
Intense,adjective,तीव्र
Jostling,noun,धक्का-मुक्की
Trinity,noun,त्रिमूर्ति
Go past,phrase,आगे निकल जाना
Aura,noun,आभा
Dim,verb,धुंधला
Bane,noun,अभिशाप
Triumph,noun,विजय
Practitioner,noun,अभ्यासकर्ता
Fellow,adjective,साथी
Spontaneous,adjective,"सहज, स्वतःस्फूर्त"
Onl the contrary,phrase,इसके विपरीत
Confer (upon),verb,प्रदान करना
Characterise,verb,चित्रित करना
Subjugation,noun,अधीनता
Unalloyed,adjective,"शुद्ध, निर्मल"
Convenience,noun,सुविधा
Glorious,adjective,गौरवशाली
Inhabit,verb,निवास करना
Warmth,noun,गर्मजोशी
Gratitude,noun,कृतज्ञता
Goodwill,noun,सद्भावना
Heightened,adjective,बढ़ा हुआ
Oblige,verb,बाध्य करना
Delight,noun,आनंद
Thereby,adverb,इस प्रकार
Detached,adjective,अलग/उदासीन
Consciousness,noun,चेतना
Annul,verb,रद्द करना
Facilaitate,verb,सुगम बनाना
Detachment,noun,अलगाव
Finality,noun,अंतिमता
Infinite,adjective,अनंत
Submit (to),verb,समर्पण करना
Linger,verb,बना रहना
Last-minute,adjective,अंतिम क्षण का
Difference,noun,अंतर
W ithdrawal,noun,वापसी
Come into force,phrase,प्रभावी होना
Prisoner,noun,कैदी
Hostility,noun,शत्रुता
Degrade,verb,क्षीण करना
Militant,adjective,उग्रवादी
Outgoing,adjective,जाने वाला
Tactic,noun,रणनीति
Persuade,verb,मनाना
Committed (to),adjective,प्रतिबद्ध
Roadblock,noun,बाधा
Desperately,adverb,बेताबी से
Bridge the gaps,phrase,अंतर पाटना
Ruling,adjective,फैसला
Pragmatic,adjective,व्यावहारिक
Prevail,verb,प्रबल होना
Mount,verb,बढ़ना
Stature,noun,"कद, प्रतिष्ठा"
Olympiad,noun,ओलंपियाड
Rival,verb,प्रतिद्वंद्वी
Churn out,phrasal verb,लगातार उत्पन्न करना
Quibble,noun,छोटी-मोटी आपत्ति
Tale,noun,कहानी
Retain,verb,बनाए रखना
Giant,noun,दिग्गज
Victorious,adjective,विजयी
Go about,phrasal verb,करने का तरीका अपनाना
Deteriorate,verb,बिगड़ना
Stretch out,phrasal verb,फैलाना
Last-mile,adjective,अंतिम चरण की
Weigh on,phrasal verb,बोझ बनना
Proximate,adjective,निकटतम
Commence,verb,आरंभ करना
Shallow,adjective,उथला
Downcycle,noun,आर्थिक मंदी चरण
Fleeting,adjective,क्षणिक
Sanction,noun,प्रतिबंध
Tighten,verb,कड़ा करना
Opec+,noun,ओपेक प्लस
Instability,noun,अस्थिरता
Cou ntermeasure,noun,प्रतिरोधी उपाय
Throttle,verb,नियंत्रित करना
Insulate,verb,"बचाना, सुरक्षित रखना"
Prop up,phrasal verb,सहारा देना
Giveaway,noun,मुफ्त सुविधा
Revival,noun,पुनरुद्धार
Offset,verb,संतुलित करना
Equity bear,noun,शेयर बाज़ार में मंदी वाला
Stockpiling,noun,भंडारण
Add to,phrasal verb,बढ़ाना
Stubbornly,adverb,हठपूर्वक
Contested,adjective,विवादित
Amid,preposition,के बीच
In place,phrase,लागू
Considerable,adjective,पर्याप्त
Feed (by),verb,पोषित होना
Deficient,adjective,अपर्याप्त
Ride out,phrasal verb,मुश्किल समय पार करना
Domino effect,noun,श्रृंखला प्रभाव
Embargo,verb,प्रतिबंध
Core,noun,"मूल, केंद्रीय"
The Literate,noun,साक्षर लोग
The Illiterate,noun,निरक्षर लोग
Convention,noun,परंपरा
Sustenance,noun,जीविका
Individualistic,adjective,व्यक्तिवादी
For the sake of,phrase,की खातिर
Belongingness,noun,अपनेपन का भाव
Nomenclature,noun,नामकरण पद्धति
Accommodation,noun,समायोजन
Split up,phrasal verb,अलग हो जाना
Interference,noun,हस्तक्षेप
Regard,noun,"मानना, सम्मान"
Give up,phrasal verb,छोड़ देना
Crack,noun,दरार
Preserve,verb,संरक्षित रखना
Sobriety,noun,"गंभीरता, संयम"
Humility,noun,विनम्रता
Civilised,adjective,सभ्य
Disciplinarian,adjective,अनुशासनप्रिय
Scholar,noun,विद्वान
Condemn,verb,निंदा करना
Breeding ground,noun,अनुकूल स्थान
Awaken,verb,जगाना
Wellbeing,noun,कल्याण
Contribute (to),verb,योगदान देना
Optimism,noun,आशावाद
Fare,verb,प्रदर्शन करना
Peer,noun,"सहकर्मी, समकक्ष"
Derivative,noun,व्युत्पन्न वित्तीय साधन
Deplete,verb,समाप्त करना
Liquidity,noun,तरलता
Outstanding short position,noun,बकाया शॉर्ट स्थिति
Forward market,noun,वायदा बाज़ार
Roll over,phrasal verb,आगे बढ़ाना
Turbulence,noun,उथल-पुथल
Erroneous,adjective,गलत
Examine,verb,जांचना
Appreciate,verb,मूल्य बढ़ना
Imported inflation,noun,आयातित मुद्रास्फीति
Liability,noun,देनदारी
Overseas,adjective,विदेशी
Large-scale,adjective,बड़े पैमाने पर
Devotee,noun,अनुयायी
Pass away,phrasal verb,निधन होना
Eaxtensive,adjective,व्यापक
Elaborate,adjective,विस्तृत
Mechanism,noun,तंत्र
Well-dispersed,adjective,अच्छी तरह फैला हुआ
Deployment,noun,तैनाती
Nonetheless,adverb,फिर भी
Trigger,verb,उकसाना
Chaos,noun,अराजकता
Shed,verb,त्यागना
Lapse,noun,चूक
Unfold,verb,प्रकट होना
Commendable,adjective,प्रशंसनीय
Streamline,verb,व्यवस्थित करना
Spontaneity,noun,सहजता
Pilgrim,noun,तीर्थयात्री
Equitable,adjective,न्यायसंगत
Roster system,noun,रोस्टर प्रणाली
Ecological,adjective,पारिस्थितिक
Stem from,phrasal verb,से उत्पन्न होना
Deforesatation,noun,वनों की कटाई
Urbanisation,noun,शहरीकरण
Footfall,noun,आगंतुकों की संख्या
Biodiversity,noun,जैव विविधता
Divine,adjective,दिव्य
Accessibility,noun,सुगम्यता
Versatility,noun,बहुमुखी प्रतिभा
Kaleidoscope,noun,विविधता भरा दृश्य
Viv id,adjective,"स्पष्ट, जीवंत"
Depict,verb,चित्रित करना
Diversity,noun,विविधता
Aesthetic,adjective,सौंदर्यपरक
Rite,noun,रीति
Milestone,noun,"उपलब्धि, पड़ाव"
Drape,verb,ढकना
Heirloom,noun,पैतृक धरोहर
Hand down,phrasal verb,आगे सौंपना
Symbolise,verb,प्रतीक होना
Steadfast,adjective,अटल
Emblem,noun,प्रतीक चिन्ह
Sensibility,noun,संवेदनशीलता
Reinterpret,verb,नए ढंग से व्याख्या करना
Infuse,verb,भर देना
Contemporary,adjective,समकालीन
Evolve,verb,विकसित होना
Femininity,noun,स्त्रीत्व
Adorn,verb,सजाना
Intricate,adjective,जटिल
Showcase,verb,प्रदर्शित करना
Precision,noun,सटीकता
Appreciation,noun,प्रशंसा
Craftsmanship,noun,शिल्प कौशल
Elegance,noun,शालीनता
Attire,noun,पोशाक
Ubiquity,noun,सर्वव्यापकता
Charm,noun,आकर्षण
Mundane,adjective,"सामान्य, नीरस"
Majestic,adjective,भव्य
Embodiment,noun,साकार रूप
Enduring,adjective,स्थायी
Soul,noun,आत्मा
Exist,verb,अस्तित्व में होना
Term,noun,अवधि
Truce,noun,युद्धविराम
To a large extent,phrase,काफी हद तक
Ripple,verb,प्रभाव फैलना
Affordability,noun,वहनीयता
Strained,adjective,तनावपूर्ण
Humanity,noun,मानवता
Be it,phrase,चाहे जो भी हो
Deed,noun,कार्य
Torchbearer,noun,अग्रदूत
Noble,adjective,उदात्त
Reflection,noun,"प्रतिबिंब, चिंतन"
Aspect,noun,पहलू
Virtue,noun,सद्गुण
Inculcate,verb,अंतर्निहित करना
Associated (with),adjective,जुड़ा हुआ
Embody,verb,प्रतिनिधित्व करना
Tap into,phrasal verb,उपयोग में लाना
Embark on,phrasal verb,आरंभ करना
Love and light,noun,प्रेम और सकारात्मकता
Perseverance,noun,दृढ़ता
Inevitably,adjective,अनिवार्य रूप से
Blessing,noun,वरदान
Comamitted (to),adjective,समर्पित
Principle,noun,सिद्धांत
At hand,phrase,तुरंत उपलब्ध
Overturn,verb,पलट देना
Rigorous,adjective,कठोर
Imprisonment,noun,कारावास
Ambiguous,adjective,अस्पष्ट
Terrain,noun,भूभाग
Defer,verb,स्थगित करना
Criminalise,verb,अपराध घोषित करना
Lie,verb,झूठ
Legislature,noun,विधानमंडल
Institution,noun,संस्था
Spousal,adjective,वैवाहिक
Stark,adjective,"स्पष्ट, कठोर"
Wake-up call,noun,चेतावनी संकेत
At large,phrase,सामान्यतः
Salfeguard,noun,सुरक्षा
Liberty,noun,स्वतंत्रता
Dignity,noun,गरिमा
Unltapped,adjective,अप्रयुक्त
Inaugural,adjective,उद्घाटन संबंधी
Marginalised,adjective,हाशिए पर पड़ा
Set the tone for,phrase,दिशा तय करना
Reinforce,verb,मजबूत करना
Empowerment,noun,सशक्तिकरण
Compelling,adjective,प्रभावशाली
Bridge the gap,phrase,अंतर कम करना
Feature,verb,विशेषता
Delve (into),verb,गहराई से जांचना
Affordable,adjective,किफायती
Strengthened,adjective,मजबूत किया गया
Resounding,adjective,जोरदार
Unwavering,adjective,अटूट
Poise (to),verb,तैयार होना
Make one’s day,phrase,दिन खुशनुमा बनाना
Monetary,adjective,मौद्रिक
Evoke,verb,जगाना
Empathy,noun,सहानुभूति
Bring forth,phrasal verb,प्रस्तुत करना
Crinkle,noun,सिलवट
Implicit,adjective,अंतर्निहित
Gems,noun,रत्न
Brighten,verb,उज्ज्वल करना
Takeaway,noun,मुख्य सीख
Beat the odds,phrase,मुश्किलों पर विजय पाना
Brim with,phrasal verb,से भरा होना
Humaneness,noun,मानवीयता
Rationality,noun,तर्कसंगतता
Nurture,verb,पोषण करना
Ignite,verb,प्रज्वलित करना
Soar,verb,ऊँची उड़ान भरना
Academic,adjective,शैक्षणिक
Soul-nurturing,adjective,आत्मा को पोषित करने वाला
Compassionate,adjective,दयालु
Kind-hearted,adjective,दयालु
Spirited,adjective,जोशीला
Comapliment,noun,प्रशंसा
Lose sight of,phrase,नजरअंदाज़ कर देना
Subsidiary,adjective,सहायक कंपनी
Equalisation,noun,समकरण
Nationwide,adverb,देशव्यापी
Whittle down,phrasal verb,धीरे-धीरे घटाना
Upfront funding,noun,अग्रिम वित्तपोषण
Stable funding,noun,स्थिर वित्तपोषण
Bilaterally,adverb,द्विपक्षीय रूप से
Compact,verb,संक्षिप्त करना
Credible,adjective,विश्वसनीय
Substantively,adverb,पर्याप्त रूप से
Incline (to),verb,झुकाव होना
Arduous,adjective,कठिन
Absorptive capacity,noun,अवशोषण क्षमता
Hurdle,noun,बाधा
On board,phrase,शामिल
Migrant labour,noun,प्रवासी मजदूर
Substantially,adverb,काफी हद तक
Suppress,verb,दबाना
Artificially,adverb,कृत्रिम रूप से
Seeding,noun,बीज बोना
Prune,verb,काट-छांट करना
Fruits,noun,"परिणाम, लाभ"
Destitute,noun,अत्यंत निर्धन
Elaboration,noun,विस्तृत विवरण
Ideologically,adverb,वैचारिक रूप से
Violent,adjective,हिंसक
Armistice,noun,युद्धविराम
Faction,noun,गुट
Cadre,noun,कार्यकर्ता समूह
Means,noun,साधन
Rebellion,noun,विद्रोह
Merger,noun,विलय
Current,noun,प्रवृत्ति
Venture,verb,उद्यम
Tactical,adjective,रणनीतिक
Utilisation,noun,उपयोग
Dastardly,adverb,नीचता से
Potency,noun,शक्ति
Inflict,verb,पहुँचाना (नुकसान)
Grain of truth,phrase,थोड़ी सच्चाई
Outfit,noun,संगठन
Bastion,noun,गढ़
Extremist,adjective,अतिवादी
Casualty,noun,हताहत
Camouflage,verb,छिपाना
Planted,adjective,जमाया गया
Knee-jerk reaction,noun,तत्काल प्रतिक्रिया
Intensify,verb,तेज़ होना
Culprit,noun,दोषी
Step up,phrasal verb,बढ़ाना
Abjure,verb,त्याग करना
Get carried away,phrase,"बह जाना, अति उत्साहित होना"
Retaliation,noun,प्रतिशोध
Play right into the hands,phrase,जाल में फंसाना
Propaganda,noun,प्रचार
Repression,noun,दमन
Wipe out,phrasal verb,मिटा देना
Work out,phrasal verb,सुलझाना
Well-positioned,adjective,अनुकूल स्थिति में
Enhancement,noun,सुधार
Perception,noun,धारणा
Insight,noun,अंतर्दृष्टि
Scientific temper,noun,वैज्ञानिक सोच
Affiliate (to),verb,संबद्ध करना
Align,verb,संरेखित करना
Legendary,adjective,"महान, प्रसिद्ध"
Glean from,phrasal verb,से जानकारी प्राप्त करना
TED Talk,noun,टेड टॉक
Glimpse,noun,झलक
Never mind,phrase,कोई बात नहीं
Rub shoulder,phrase,मेलजोल रखना
Reverberate,verb,गूंजना
Cheering,noun,जयकार
Craft,verb,गढ़ना
Memorable,adjective,यादगार
Critical thinking,noun,विश्लेषणात्मक चिंतन
Self-reflection,noun,आत्म-चिंतन
Unifying,adjective,एकजुट करने वाला
Numerous,adjective,अनेक
Essence,noun,सार
Dialect,noun,बोली
Weave,verb,बुनना
Varied,adjective,विविध
Ethos,noun,मूल भावना
Transcend,verb,पार करना
Staple,noun,"मुख्य, आधार वस्तु"
Tapestry,noun,"मिश्रण, ताना-बाना"
Witty,adjective,बुद्धिमानी भरा हास्य
Elite,noun,अभिजात वर्ग
Excesses,noun,अतिरेक
Wise,adjective,बुद्धिमान
Intellectual,adjective,बौद्धिक
Wit,noun,बुद्धिचातुर्य
Subtly,adverb,सूक्ष्म रूप से
Embed,verb,जड़ना/समाहित करना
Critique,noun,समीक्षा
Hierarchy,noun,पदानुक्रम
Stewardship,noun,"देखरेख, प्रबंधन"
Agrarian,adjective,कृषि संबंधी
Revered,adjective,आदरणीय
Reservoir,noun,भंडार
Indispensable,adjective,अपरिहार्य
Era,noun,युग
Antiquated,adjective,पुराना
Relevance,noun,प्रासंगिकता
Adapt,verb,अनुकूलित करना
Harness,verb,उपयोग में लाना
Emotive,adjective,भावनात्मक
Evaluate,verb,मूल्यांकन करना
Central,adjective,मुख्य
Reflective,adjective,चिंतनशील
Enlightened,adjective,प्रबुद्ध
Ideology,noun,विचारधारा
Resort (to),verb,सहारा लेना
Tenfold,adjective,दस गुना
Detrimental (to),adjective,हानिकारक
Critlical thinking,noun,विश्लेषणात्मक चिंतन
Broad-based,adjective,व्यापक आधार वाला
Distinct,adjective,भिन्न
Social fabric,noun,सामाजिक ताना-बाना
Bureaucrat,noun,सरकारी अधिकारी
Groom,verb,तैयार करना
Integral,adjective,अभिन्न
Minimal,adjective,न्यूनतम
Credential,noun,प्रमाणपत्र
Relly (on),verb,निर्भर रहना
Lie (in),verb,निहित होना
Accountable,adjective,जवाबदेह
Subpar,adjective,स्तर से नीचे
Virtual,adjective,आभासी
Biased,adjective,पक्षपाती
Tarnish,verb,धूमिल करना
Respondent,noun,"प्रतिवादी, उत्तरदाता"
Catalyst,noun,उत्प्रेरक
Align with,phrasal verb,अनुरूप होना
Collaborate,verb,सहयोग करना
Righteous,adjective,"धर्मी, नैतिक"
Straightforward,adjective,"सीधा, सरल"
Pesticide,noun,कीटनाशक
Chip away,phrasal verb,धीरे-धीरे कम करना
Predictable,adjective,अनुमानित
Unpleasant,adjective,अप्रिय
Reminder,noun,याद दिलाने वाली बात
Flaw,noun,कमी
Assure,verb,आश्वासन देना
Untouched,adjective,अछूता
Bell pepper,noun,शिमला मिर्च
Bland,adjective,फीका
Fade (from),verb,धीरे-धीरे मिट जाना
Appeal,noun,आकर्षण
Overshadow,verb,प्रभावहीन कर देना
Torn,adjective,"बंटा हुआ, फटा"
Appealing,adjective,आकर्षक
Exposure,noun,"जोखिम, संपर्क"
Complication,noun,जटिलता
Build up,phrasal verb,जमा होना
Relinforce,verb,मजबूत करना
Synonymous,adjective,पर्यायवाची
Seek out,phrasal verb,खोज निकालना
Undergo,verb,से गुजरना
Commitment (to),noun,समर्पण
Culinary,adjective,पाककला संबंधी
Constitution Bench,noun,संविधान पीठ
Put in place,phrase,लागू करना
Helm,verb,नेतृत्व करना
Ad hoc measure,noun,अस्थायी उपाय
Petitioner,noun,याचिकाकर्ता
Executive,adjective,कार्यपालिका
Functioning,noun,कार्यप्रणाली
Debatable,adjective,विवादास्पद
Vest,verb,निहित होना
Render,verb,बना देना
Vulnerable (to),adjective,प्रवण
In the midst of,phrase,के बीच में
Fait accompli,noun,पूर्ण किया हुआ कार्य
In the run-up to,phrase,से पहले की अवधि में
Fiercely,adverb,उग्रता से
Electorate,noun,मतदातागण
Adjudicate,verb,निर्णय देना
Fall short of,phrase,कम पड़ना
Conviction,noun,दोषसिद्धि
Counterpart,noun,समकक्ष
Ecologically,adverb,पारिस्थितिक रूप से
Destructive,adjective,विनाशकारी
Bottom trawling,noun,गहरे समुद्र में मछली पकड़ना
Over-exploitative,adjective,अत्यधिक शोषणकारी
Take place,phrase,घटित होना
Negotiate,verb,बातचीत करना
Business-as-usual,adjective,सामान्य दिनचर्या
Detain,verb,हिरासत में लेना
Incentive,noun,प्रोत्साहन
Dipllomacy,noun,कूटनीति
Stick (to),verb,पर टिके रहना
Commitment,noun,प्रतिबद्धता
Delegation,noun,प्रतिनिधिमंडल
Pull back,phrasal verb,पीछे हटना
Cast doubt on,phrase,संदेह करना
Dismantling,noun,विघटन
Wound,verb,घाव
Strike a deal,phrase,समझौता करना
Ethnically cleanse,noun,जातीय सफाया करना
Harden,verb,कठोर हो जाना
Violate,verb,उल्लंघन करना
Abyss,noun,गहरा गड्ढा
War of attrition,noun,क्षय युद्ध
Honour,verb,सम्मान करना
Outlandish,adjective,अजीबोगरीब
Governance,noun,शासन व्यवस्था
Reconstruction,noun,पुनर्निर्माण
Injurious,adjective,हानिकारक
Addictive,adjective,लतयुक्त
Put out,phrasal verb,जारी करना
Cap,noun,सीमा तय करना
Minor,noun,"मामूली, नाबालिग"
Disenchantment,noun,मोहभंग
Patent,verb,पेटेंट
By contrast,phrase,इसके विपरीत
Advent,noun,आगमन
Balre one’s fangs,phrase,अपनी हानिकारक मंशा दिखाना
Malign,verb,बदनाम करना
Attest (to),verb,पुष्टि करना
Hook,verb,आकर्षित करना
Deterrent,noun,निवारक
Addict,verb,आदी बनाना
Millennial,noun,सहस्राब्दी पीढ़ी का व्यक्ति
Native,noun,मूल निवासी
Restless,adjective,बेचैन
Crumble,verb,बिखर जाना
Round-the-clock,phrase,चौबीसों घंटे
Ascertain,verb,पता लगाना
Devise,verb,तैयार करना
Optimal,adjective,इष्टतम
Playbook,noun,रणनीति पुस्तिका
Strand,verb,फंसा देना
Excavation,noun,खुदाई
Deemed,adjective,माना गया
Episode,noun,"घटना, प्रकरण"
Deluge,noun,बाढ़
Muck,noun,गंदगी
Gush,verb,तेज़ी से बहना
Barring,preposition,को छोड़कर
Torrential,adjective,मूसलाधार
Catastrophic,adjective,विनाशकारी
Rupture,noun,"फटना, दरार"
Aquifer,noun,भूजल स्तर
Commission,verb,अधिकृत करना
Geoalogy,noun,भूविज्ञान
Deformity,noun,विकृति
Tunnelling,noun,सुरंग बनाना
Paramount,adjective,सर्वोपरि
Tardy,adjective,देर से आने वाला
Unconscious,adjective,बेहोश
Grapple with,phrasal verb,जूझना
Array,noun,श्रृंखला
Coordinate,verb,समन्वय करना
Oversees,verb,देखरेख करता है
At one's core,phrase,मूल रूप से
Blend,verb,मिलाना
Holistic,adjective,समग्र
Morale,noun,मनोबल
Gender-diverse,adjective,लिंग विविधता वाला
Pigeonhole,verb,एक ही श्रेणी में बांधना
Decisive,adjective,निर्णायक
Exemplify,verb,उदाहरण देना
On the horizon,phrase,जल्द आने वाला
Masculine,adjective,पुरुषोचित
Demonstrate,verb,प्रदर्शित करना
Space,noun,क्षेत्र
Refurbishment,noun,नवीनीकरण
Emlission,noun,उत्सर्जन
Conserve,verb,संरक्षित करना
Avenue,noun,मार्ग
Explore,verb,खोजना
Sanitation,noun,स्वच्छता
Sensitise,verb,संवेदनशील बनाना
Incorporation,noun,समावेशन
Alleged,adjective,कथित
Encounter,noun,मुलाकात/टकराव
Complacency,noun,आत्मसंतुष्टि
Colncerning,adjective,चिंताजनक
Coexist,verb,साथ-साथ रहना
Anthropogenic,adjective,मानव-जनित
Graze,verb,चरना
Encroachment,noun,अतिक्रमण
Fringe,noun,"हाशिया, किनारा"
Invasive,adjective,अतिक्रामक
Eliminate,verb,समाप्त करना
Feral,adjective,जंगली (पालतू से बना)
A Step in the right direction,phrase,सही दिशा में कदम
Propagate,verb,फैलाना
Restore,verb,पुनर्स्थापित करना
Fatigue,noun,थकान
Differentiate,verb,अंतर करना
Devotion,noun,भक्ति/समर्पण
Efficiency,noun,दक्षता
Scalability,noun,विस्तारणीयता
Rigid,adjective,कठोर
Orchestrate,verb,योजनाबद्ध ढंग से करना
Maximise,verb,अधिकतम करना
Unsustainable,adjective,असंवहनीय
Misgovernance,noun,कुशासन
Tenet,noun,सिद्धांत
Enforce,verb,लागू करना
Constraint,noun,बाधा
Dragging,adjective,थकाऊ
Overburdening,noun,अत्यधिक भार डालना
Exhibit,verb,प्रदर्शित करना
Mutual,adjective,पारस्परिक
Cog,noun,छोटा पुर्जा
Cohesively,adverb,एकजुट होकर
Undue,adjective,अनुचित
